Year,Title,Abstract,Keywords
2014,on combinatorial actions and cmabs with linear side information,"online planning algorithms are typically a tool of choice for dealing with sequential decision problems in combinatorial search spaces. many such problems, however, also exhibit combinatorial actions, yet standard planning algorithms do not cope well with this type of “the curse of dimensionality”. following a recently opened line of related work on combinatorial multi-armed bandit (cmab) problems, we propose a novel cmab planning scheme, as well as two specific instances of this scheme, dedicated to exploiting what is called linear side information. using a representative strategy game as a benchmark, we show that the resulting algorithms very favorably compete with the state-of-the-art.",nan
2014,optimisation for the ride-sharing problem: a complexity-based approach,"the dial-a-ride problem is a classic challenge in transportation and continues to be relevant across a large spectrum of applications, e.g. door-to-door transportation services, patient transportation, etc. recently a new variant of the dial-a-ride problem, called ride-sharing, has received attention due to emergence of the use of smartphone-based applications that support location-aware transportation services. the general dial-a-ride problem involves complex constraints on a time-dependent network. in ride-sharing riders (resp. drivers) specify transportation requests (resp. offers) between journey origins and destinations. the two sets of participants, namely riders and drivers, have different constraints; the riders have time windows for starting and finishing the journey, while drivers have a starting time window, a destination, and a vehicle capacity. the challenge is to maximise the overall utility of the participants in the system which can be defined in a variety of ways. in this paper we study variations of the ride-sharing problem, under different notions of utility, from a computational complexity perspective, and identify a number of tractable and intractable cases. these results provide a basis for the development of efficient methods and heuristics for solving problems of real-world scale.",nan
2014,opensim: a framework for integrating agent-based models and simulation components,"the growing use of agent-based modelling and simulation for complex systems analysis has led to the availability of numerous published models. however, reuse of existing models in new simulations, for studying new problems, is largely not attempted. this is mainly because there is no systematic way of integrating agent-based models, that deals with the nuances of complex interactions and overlaps in concepts between components, in the shared environment. in this paper we present an open source framework, called opensim, that allows such integrated simulations to be built in a modular way, by linking together agent-based and other models. opensim is designed to be easy to use, and we give examples of the kinds of simulations we have built with this framework.",nan
2014,set-theoretic duality: a fundamental feature of combinatorial optimisation,"the duality between conflicts and diagnoses in the field of diagnosis, or between plans and landmarks in the field of planning, or between unsatisfiable cores and minimal co-satisfiable sets in sat or csp solving, has been known for many years. recent work in these communities (davies and bacchus, cp 2011, bonet and helmert, ecai 2010, haslum et al., icaps 2012, stern et al., aaai 2012) has brought it to the fore as a topic of current interest. the present paper lays out the set-theoretic basis of the concept, and introduces a generic implementation of an algorithm based on it. this algorithm provides a method for converting decision procedures into optimisation ones across a wide range of applications without the need to rewrite the decision procedure implementations. initial experimental validation shows good performance on a number of benchmark problems from ai planning.",nan
2014,graph abstraction for closed pattern mining in attributed networks,"we address the problem of finding patterns in an attributed graph. our approach consists in extending the standard methodology of frequent closed pattern mining to the case in which the set of objects, in which are found the pattern supports, is the set of vertices of a graph, typically representing a social network. the core idea is then to define graph abstractions as subsets of the vertices satisfying some connectivity property within the corresponding induced subgraphs. preliminary experiments illustrate the reduction in closed patterns we obtain as well as what kind of abstract knowledge is found via abstract implications rules.",nan
2014,hybrid query answering over owl ontologies,"query answering over owl 2 dl ontologies is an important reasoning task for many modern applications. unfortunately, due to its high computational complexity, owl 2 dl systems are still not able to cope with datasets containing billions of data. consequently, application developers often employ provably scalable systems which only support a fragment of owl 2 dl and which are, hence, most likely incomplete for the given input. however, this notion of completeness is too coarse since it implies that there exists some query and some dataset for which these systems would miss answers. nevertheless, there might still be a large number of user queries for which they can compute all the right answers even over owl 2 dl ontologies. in the current paper, we investigate whether, given a query [qscr    ] with only distinguished variables over an owl 2 dl ontology [tscr    ] and a system ans, it is possible to identify in an efficient way if ans is complete for [qscr    ], [tscr    ] and every dataset. we give sufficient conditions for (in)completeness and present a hybrid query answering algorithm which uses ans when it is complete, otherwise it falls back to a fully-fledged owl 2 dl reasoner. however, even in the latter case, our algorithm still exploits ans as much as possible in order to reduce the search space of the owl 2 dl reasoner. finally, we have implemented our approach using a concrete system ans and owl 2 dl reasoner obtaining encouraging results.",nan
2014,verifying the precision of diagnostic algorithms,"diagnosis of discrete event systems requires to decide whether the system model allows for certain types of executions to take place. because this problem is hard, incomplete yet faster algorithms may be needed. this however can lead to a loss of precision. this paper presents a method to decide whether precision is maintained by such incomplete algorithms. to this end we define the simulation, which is a modification of the model that simulates how the algorithm works. we then use the twin plant method to decide whether diagnosability is maintained despite the imprecision of the diagnostic algorithm. we illustrate the benefits of this approach on two diagnostic algorithms, namely independent-windows algorithms and chronicle-based diagnosis.",nan
2014,a centrality measure for networks with community structure based on a generalization of the owen value,"there is currently much interest in the problem of measuring the centrality of nodes in networks/graphs; such measures have a range of applications, from social network analysis, to chemistry and biology. in this paper we propose the first measure of node centrality that takes into account the community structure of the underlying network. our measure builds upon the recent literature on game-theoretic centralities, where solution concepts from cooperative game theory are used to reason about importance of nodes in the network. to allow for flexible modelling of community structures, we propose a generalization of the owen value—a well-known solution concept from cooperative game theory to study games with a priori-given unions of players. as a result we obtain the first measure of centrality that accounts for both the value of an individual node's relationships within the network and the quality of the community this node belongs to.",nan
2014,knowledge-based specification of robot motions,"in many cases, the success of a manipulation action performed by a robot is determined by how it is executed and by how the robot moves during the action. examples are tasks such as unscrewing a bolt, pouring liquids and flipping a pancake. this aspect is often abstracted away in ai planning and action languages that assume that an action is successful as long as all preconditions are fulfilled. in this paper we investigate how constraint-based motion representations used in robot control can be combined with a semantic knowledge base in order to let a robot reason about movements and to automatically generate executable motion descriptions that can be adapted to different robots, objects and tools.",nan
2014,quantifying the completeness of goals in bdi agent systems,"given the current set of intentions an autonomous agent may have, intention selection is the agent's decision which intention it should focus on next. often, in the presence of conflicts, the agent has to choose between multiple intentions. one factor that may play a role in this deliberation is the level of completeness of the intentions. to that end, this paper provides pragmatic but principled mechanisms for quantifying the level of completeness of goals in a bdi-style agent. our approach leverages previous work on resource and effects summarization but we go beyond by accommodating both dynamic resource summaries and goal effects, while also allowing a non-binary quantification of goal completeness. we demonstrate the computational approach on an autonomous robot case study.",nan
2014,modelling the dynamics of emotional awareness,"in this paper, based on literature from cognitive and affective neuroscience, a computational agent model is introduced incorporating the role of emotional awareness states in the dynamics of action generation. more specifically, it covers both automatic, unconscious (bottom-up) and more cognitive and conscious (top-down) emotion generation processes, and their mutual interaction. the model was formalised in a dynamical system format. in different scenarios the model shows simulation results that are in line with patterns reported in literature.",nan
2014,coherence and compatibility of markov logic networks,"markov logic is a robust approach for probabilistic relational knowledge representation that uses a log-linear model of weighted first-order formulas for probabilistic reasoning. this log-linear model always exists but may not represent the knowledge engineer's intentions adequately. in this paper, we develop a general framework for measuring this coherence of markov logic networks by comparing the resulting probabilities in the model with the weights given to the formulas. our measure takes the interdependence of different formulas into account and analyzes the degree of impact they have on the probabilities of other formulas. this approach can be used by the knowledge engineer in constructing a well-formed markov logic network if data for learning is not available. we also apply our approach to the problem of assessing the compatibility of multiple markov logic networks, i. e., to measure to what extent the merging of these networks results in a change of probabilities.",nan
2014,mixing materialization and query rewriting for existential rules,"ontology-based data access (obda) is a recent paradigm aiming at enhancing data access by taking ontological knowledge into account. when using existential rules as ontological language, query answering is an undecidable problem, whence numerous decidable classes of ontologies have been defined, ranging from classes with very good computational complexities (ac0 in data complexity) to classes with much larger expressivity. however, actually implementable algorithms have been proposed only for very restricted classes (typically those coinciding with lightweight description logics). the aim of this paper is to show how to deal with more expressive ontologies by proposing an algorithm that performs both materialization and rewriting and is applicable for a significant generalization of lightweight description logics. to this end, we first modify an existing algorithm previously proposed for a very generic class of rules, namely greedy bounded treewidth sets of rules. we then exhibit a special case, called pattern oblivious rule sets, which significantly generalizes the [escr    ][lscr    ][hscr    ]dr description logic, which underlies the owl 2 el ontology standard, while keeping the beneficial worst-case computational complexity. we last define a subclass of pattern oblivious rules that is recognizable in polynomial time.",nan
2014,computing skypattern cubes,we introduce skypattern cubes and propose an efficient bottom-up approach to compute them. our approach relies on derivation rules collecting skypatterns of a parent node from its child nodes without any dominance test. non-derivable skypatterns are computed on the fly thanks to dynamic csp. the bottom-up principle enables to provide a concise representation of the cube based on skypattern equivalence classes without any supplementary effort. experiments show the effectiveness of our proposal.,nan
2014,the peerrank method for peer assessment,"we propose the peerrank method for peer assessment. this constructs a grade for an agent based on the grades proposed by the agents evaluating the agent. since the grade of an agent is a measure of their ability to grade correctly, the peerrank method weights grades by the grades of the grading agent. the peerrank method also provides an incentive for agents to grade correctly. as the grades of an agent depend on the grades of the grading agents, and as these grades themselves depend on the grades of other agents, we define the peerrank method by a fixed point equation similar to the pagerank method for ranking web-pages. we identify some formal properties of the peerrank method (for example, it satisfies axioms of unanimity, no dummy, no discrimination and symmetry), discuss some examples, compare with related work and evaluate the performance on some synthetic data. our results show considerable promise, reducing the error in grade predictions by a factor of 2 or more in many cases over the natural baseline of averaging peer grades.",nan
2014,qualitative simulation with answer set programming,"qualitative simulation (qsim) reasons about the behaviour of dynamic physical systems as they evolve over time. the system is represented by a coarse qualitative model rather than precise numerical models. however, for large complex domains, such as robotics for urban search and rescue, existing qsim implementations are inefficient. aspqsim is a novel formulation of the qsim algorithm in answer set programming that takes advantage of the similarities between qualitative simulation and constraint satisfaction problems. aspqsim is compared against an existing qsim implementation on a variety of domains that demonstrate aspqsim provides a significant improvement in efficiency especially on complex domains, and producing simulations in domains that are not solvable by the procedural implementation.",nan
2014,preference inference based on lexicographic models,"with personalisation becoming more prevalent, it can often be useful to be able to infer additional preferences from input user preferences. preference inference techniques assume a set of possible user preference models, and derive inferences that hold in all models satisfying the inputs; the more restrictive one makes the set of possible user preference models, the more inferences one gets. sometimes it can be useful to have an adventurous form of preference inference when the input information is relatively weak, for example, in a conversational recommender system context, to give some justification for showing some options before others. this paper considers an adventurous inference based on assuming that the user preferences are lexicographic, and also an inference based on an even more restrictive preference model. we show how preference inference can be efficiently computed for these cases, based on a relatively general language of preference inputs.",nan
2014,learning domain-specific sentiment lexicon with supervised sentiment-aware lda,"analyzing and understanding people's sentiments towards different topics has become an interesting task due to the explosion of opinion-rich resources. in most sentiment analysis applications, sentiment lexicons play a crucial role, to be used as metadata of sentiment polarity. however, most previous works focus on discovering general-purpose sentiment lexicons. they cannot capture domain-specific sentiment words, or implicit and connotative sentiment words that are seemingly objective. in this paper, we propose a supervised sentiment-aware lda model (sslda). the model uses a minimal set of domain-independent seed words and document labels to discover a domain-specific lexicon, learning a lexicon much richer and adaptive to the sentiment of specific document. experiments on two publicly-available datasets (movie reviews and obama-mccain debate dataset) show that our model is effective in constructing a comprehensive and high-quality domain-specific sentiment lexicon. furthermore, the resulting lexicon significantly improves the performance of sentiment classification tasks.",nan
2014,novel architecture of a digital neuron for ffnn employing special multiplication,"this paper presents the design of a new architecture of digital neurons for use in the feed-forward neural networks (ffnn) and their subsequent implementation on a chip. the proposed neuron uses a special type of multiplication realized by and gate. comparison of usual ways of implementing digital feed-forward neural networks using fixed/floating point numbers to the novel architecture using the special multiplication was performed. consequently, the investigated ffnn architectures were implemented into fpga and asic, where the chip area was the main concern. chip area and other features of both the new neural network architecture and standard nn architectures we compared and evaluated.",nan
2014,verifying ctl* properties of golog programs over local-effect actions,"golog is a high-level action programming language for controlling autonomous agents such as mobile robots. it is defined on top of a logic-based action theory expressed in the situation calculus. before a program is deployed onto an actual robot and executed in the physical world, it is desirable, if not crucial, to verify that it meets certain requirements (typically expressed through temporal formulas) and thus indeed exhibits the desired behaviour. however, due to the high (first-order) expressiveness of the language, the corresponding verification problem is in general undecidable. in this paper, we extend earlier results to identify a large, non-trivial fragment of the formalism where verification is decidable. in particular, we consider properties expressed in a first-order variant of the branching-time temporal logic ctl*. decidability is obtained by (1) resorting to the decidable first-order fragment c2 as underlying base logic, (2) using a fragment of golog with ground actions only, and (3) requiring the action theory to only admit local effects.",nan
2014,false-name-proof combinatorial auction design via single-minded decomposition,"this paper proposes a new approach to building false-name-proof (fnp) combinatorial auctions from those that are fnp only with single-minded bidders, each of whom requires only one particular bundle. under this approach, a general bidder is decomposed into a set of single-minded bidders, and after the decomposition the price and the allocation are determined by the fnp auctions for single-minded bidders. we first show that the auctions we get with the single-minded decomposition are fnp if those for single-minded bidders satisfy a condition called pia. we then show that another condition, weaker than pia, is necessary for the decomposition to build fnp auctions. to close the gap between the two conditions, we have found another sufficient condition weaker than pia for the decomposition to produce strategy-proof mechanisms. furthermore, we demonstrate that once we have pia, the mechanisms created by the decomposition actually satisfy a stronger version of false-name-proofness, called false-name-proofness with withdrawal.",nan
2014,checking the correctness of agent designs against model-based requirements,"agent systems are used for a wide range of applications, and techniques to detect and avoid defects in such systems are valuable. in particular, it is desirable to detect issues as early as possible in the software development lifecycle. we describe a technique for checking the plan structures of a bdi agent design against the requirements models, specified in terms of scenarios and goals. this approach is applicable at design time, not requiring source code. a lightweight evaluation demonstrates that a range of defects can be found using this technique.",nan
2014,dl-lite and interval temporal logics: a marriage proposal,"description logics of the dl-lite family are widely used in knowledge representation because of their low computational complexity and rather good expressivity sufficient to capture important conceptual modelling constructs and the owl2 ql profile of the ontology web language (owl). recently, various point-based temporal extensions of dl-lite have been investigated. here, we propose to extend dl-lite with fragments of halpern and shoham's interval logic of allen's relations ([hscr    ][sscr    ]). we formally define such extensions and show how they can be successfully used in knowledge representation. in the quest for a decidable logic, we discuss the challanges in combining decidable fragments of [hscr    ][sscr    ] with dl-lite.",nan
2014,social computing in jacamo,"social computing (sc) requires agents to reason seamlessly both on their social relationships and on their goals, beliefs. we claim the need to explicitly represent the social state and social relationships as resources, available to agents. we built a framework, based on jacamo, where this vision is realized and sc is implemented through social commitments and commitment protocols.",nan
2014,analysis of interval-based possibilistic networks,this paper proposes interval-based possibilistic networks. this extension allows to compactly encode and reason with epistemic uncertainty and imprecise beliefs as well as with multiple expert knowledge. we propose a natural semantics based on compatible possibilistic networks. the paper shows finally that computing uncertainty bounds of an event can be done in interval-based networks without extra computational cost.,nan
2014,post-processing a classifier's predictions: strategies and empirical evaluation,"in this paper, we propose an approach allowing to revise the outputs of a classifier in order to take into account the available domain knowledge. this approach can be applied for any classifier be it probabilistic or not. we propose post-processing criteria and methods to encode and exploit different kinds of domain knowledge. finally, we provide experimental studies on a set of benchmarks.",nan
2014,assertional-based prioritized removed sets revision of dl-liter knowledge bases,"the paper proposes an extension of “prioritized removed sets revision” (prsr) to dl-liter stratified knowledge bases. the revision strategy is based on inconsistency minimization and consists in determining smallest subsets of assertions to be dropped from the current dl-liter knowledge base, taking the stratification into account, in order to restore consistency and accept the input. we consider different forms of input: membership assertion, positive inclusion axiom or negative inclusion axiom. we show that according to the form of input and under some conditions prsr can be achieved in polynomial time.",nan
2014,a first comparison of abstract argumentation reasoning-tools,"we compare three different implementations of reasoning tools dedicated to abstract argumentation frameworks. these systems are aspartix, conarg2, and dung-o-matic. they have been tested over three different random graph-models, corresponding to the erdös-rényi model, kleinberg small-world model, and scale-free barabasi model.",nan
2014,mining balanced sequential patterns in rts games,"the video game industry has grown enormously over the last twenty years, bringing new challenges to the artificial intelligence and data analysis communities. we tackle here the problem of automatic discovery of strategies in real-time strategy games through pattern mining. such patterns are the basic units for many tasks such as automated agent design, but also to build tools for the professionally played video games in the electronic sports scene. our formalization relies on a sequential pattern mining approach and a novel measure, the balance measure, telling how a strategy is likely to win. we experiment our methodology on a real-time strategy game that is professionally played in the electronic sport community.",nan
2014,from formal requirements on technical systems to complete designs – a holistic approach,"the design processes of todays more and more complex automation systems require computer-based support to maintain their manageability. as a base for that, the authors introduce a holistic design approach for these systems. requirements on the system to be designed are represented by an extended feature model which serves as consistent requirements model during the entire design process. a grammar-based synthesis applies formalised expert knowledge to generate solutions to these requirements. the paper's main contribution is to combine formalisms from overlapping areas of artificial intelligence and software engineering to obtain a holistic design process for industrial automation systems.",nan
2014,combining reasoning on semantic web metadata,"as the amount of available linked data expand and the number of related applications increases, the management of aspects such as provenance and access control of such data begin to become an issue. current approaches do not provide sufficient support for automatic reasoning over different metadata types and their possible interdependencies. metareasons is a framework that supports representation and automated reasoning over metadata in a single logical formalism. different types of metadata, like data-provenance and accessibility-restrictions, are represented as distinct meta-theories and dependencies between metadata types are represented by rules between different meta-theories. in this paper we present the definition of the metareasons framework and two examples meta-theories for provenance and access control. moreover, we propose a materialization calculus for forward reasoning on the two aspects.",nan
2014,using ensemble techniques and multi-objectivization to solve reinforcement learning problems,"recent work on multi-objectivization has shown how a single-objective reinforcement learning problem can be turned into a multi-objective problem with correlated objectives, by providing multiple reward shaping functions. the information contained in these correlated objectives can be exploited to solve the base, single-objective problem faster and better, given techniques specifically aimed at handling such correlated objectives. in this paper, we identify ensemble techniques as a set of methods that is suitable to solve multi-objectivized reinforcement learning problems. we empirically demonstrate their use on the pursuit domain.",nan
2014,spatial evolutionary game-theoretic perspective on agent-based complex negotiations,"the complexity of automated negotiation in a multi-issue, incomplete-information and continuous-time environment poses severe challenges, and in recent years many strategies have been proposed in response to this challenge. for the traditional evolution, strategies are studied in games assuming that “globally” negotiates with all other participates. this evaluation, however, is not suited for negotiation settings that are primarily characterized by “local” interactions among the participating agents, that is, settings in which each of possibly many participating agents negotiates only with its local neighbors rather than all other agents. a new class of negotiation games is therefore introduced that take negotiation locality (hence spatial information about the agents) into consideration. it is shown how spatial evolutionary game theory can be used to interpret bilateral negotiation results among state-of-the-art strategies.",nan
2014,predicting agents' behavior by measuring their social preferences,"there are many situations in which two or more agents (e.g., human or computer decision makers) interact with each other repeatedly in settings that can be modeled as repeated stochastic games. in such situations, each agent's performance may depend greatly on how well it can predict the other agents' preferences and behavior. for use in making such predictions, we adapt and extend the social value orientation (svo) model from social psychology, which provides a way to measure an agent's preferences for both its own payoffs and those of the other agents.the original svo model was limited to one-shot games, and assumed that each individual's behavioral preferences remain constant over time—an assumption that is inadequate for repeated-game settings, where an agent's future behavior may depend not only on its svo but also on its observations of the other agents' behavior. we extend the svo model to take this into account. our experimental evaluation, on several dozen agents that were written by students in classroom projects, show that our extended model works quite well.",nan
2014,a deductive approach to the identification and description of clusters in linked open data,"we propose an approach for inferring clusters in collections of rdf resources based on the features shared by their descriptions. the approach grounds on an algorithm for computing common subsumers in rdf proposed in a previous research work. the clustering service introduced here returns not only a possible partition of resources in a collection, but also a description of the knowledge shared within each cluster, in terms of (generalized) rdf triples.",nan
2014,adaptive active learning as a multi-armed bandit problem,"in this paper, we present a new active learning strategy whose main focus is to have the ability to adapt to the unknown (or changing) learning scenario. we introduce the learners' ensemble based approach and model it as the multi-armed bandit problem. presented application of simple exploration-exploitation trade-off algorithms from the ucb and exp3 families show an improvement over using the classical strategies. evaluation on data from uci database compare three different selection algorithms. in our tests, presented method shows promising results.",nan
2014,inconsistency resolution and global conflicts,"over the years, inconsistency management has caught the attention of researchers of different areas. inconsistency is a problem that arises in many different scenarios, for instance, ontology development or knowledge integration. in such settings, it is important to have adequate automatic tools for handling conflicts that may appear in a knowledge base. we introduce an approach to consolidation of belief bases based on a refinement of kernel contraction that accounts for the relation among kernels using clusters instead. we define cluster contraction-based consolidation operators contraction by falsum on a belief base using cluster incision functions, a refinement of kernel incision functions.",nan
2014,actions with durations and failures in bdi languages,"bdi programming languages provide a well developed route to implementing intelligent agents. however, as such agents are increasingly being used in physical environments their treatment of external actions needs to be improved. in this paper we outline a mechanism for handling actions which have durations and failures.",nan
2014,a logic of part and whole for buffered geometries,"we propose a new qualitative spatial logic for reasoning about part-whole relations between geometries (sets of points) represented in different geospatial datasets, in particular crowd-sourced datasets. since geometries in crowd-sourced data can be less inaccurate or precise, we buffer geometries by a margin of error or level of tolerance σ, and define part-whole relation for buffered geometries. the relations between geometries considered in the logic are: buffered part of (bpt), near and far. we provide a sound and complete axiomatisation of the logic with respect to metric models, and show that its satisfiability problem is np-complete.",nan
2014,learning non-cooperative behaviour for dialogue agents,"non-cooperative dialogue behaviour for artificial agents (e.g. deception and information hiding) has been identified as important in a variety of application areas, including education and health-care, but it has not yet been addressed using modern statistical approaches to dialogue agents. deception has also been argued to be a requirement for high-order intentionality in ai. we develop and evaluate a statistical dialogue agent using reinforcement learning which learns to perform non-cooperative dialogue moves in order to complete its own objectives in a stochastic trading game with imperfect information. we show that, when given the ability to perform both cooperative and non-cooperative dialogue moves, such an agent can learn to bluff and to lie so as to win more games. for example, we show that a non-cooperative dialogue agent learns to win 10.5% more games than a strong rule-based adversary, when compared to an optimised agent which cannot perform non-cooperative moves. this work is the first to show how agents can learn to use dialogue in a non-cooperative way to meet their own goals.",nan
2014,propositional merging and judgment aggregation: two compatible approaches?,there are two theories of aggregation of logical formulae: merging and judgment aggregation. in this work we investigate the relationships between these theories; one of our objectives is to point out some correspondences/discrepancies between the associated rationality properties.,nan
2014,analyzing the tradeoff between efficiency and cost of norm enforcement in stochastic environments,"in multiagent systems, agents might interfere with each other as a side-effect of their activities. one approach to coordinating these agents is to restrict their activities by means of social norms whose violation results in sanctions to violating agents. we formalize a normative system within a stochastic environment and norm enforcement follows a stochastic model in which stricter enforcement entails higher cost. within this type of system, we provide an approach to analize the tradeoff between norm enforcement efficiency and its cost considering a population of norm-aware selfish agents.",nan
2014,on computing explanations in abstract argumentation,"argumentation can be viewed as a process of generating explanations. we propose a new argumentation semantics, related admissibility, for closely capturing explanations in abstract argumentation, and distinguish between compact and verbose explanations. we show that dispute forests, composed of dispute trees, can be used to correctly compute these explanations.",nan
2014,planning with ensembles of classifiers,"learning search control for forward state planning has been previously addressed as a relational classification task, where predictions are used to generate action policies. in this paper, we describe a new bagging approach to learn and apply ensembles of relational decision trees to generate more robust policies for planning. preliminary experimental results demonstrate that new policies produce on average plans of better quality.",nan
2014,social network data analysis for event detection,"cities concentrate enough social network (sn) activity to empower rich models. we present an approach to event discovery based on the information provided by three sn, minimizing the data properties used to maximize the total amount of usable data. we build a model of the normal city behavior which we use to detect abnormal situations (events). after collecting half a year of data we show examples of the events detected and introduce some applications.",nan
2014,conditioned belief propagation revisited,"belief propagation (bp) applied to cyclic problems is a well known approximate inference scheme for probabilistic graphical models. to improve the accuracy of bp, a divide-and-conquer approach termed conditioned belief propagation (cbp) has been proposed in the literature. it recursively splits a problem by conditioning on variables, applies bp to subproblems, and merges the results to produce an answer to the original problem. in this essay, we propose a reformulated version of cbp that exhibits anytime behavior, and allows for more specific tuning by formalizing a further decision point that decides which subproblem is to be decomposed next. we propose some simple and easy to compute heuristics, and demonstrate their performance using an empirical evaluation on randomly generated problems.",nan
2014,utility-based htn planning,"we propose the use of htn planning for risk-sensitive planning domains. we suggest utility functions that reflect the risk attitude of compound tasks, and adapt a best-first search algorithm to take such utilities into account.",nan
2014,using multiple contexts to distinguish standing from sitting with a single accelerometer,"activity recognition with a single accelerometer placed on the torso is fairly common task, but distinguishing standing from sitting in this way is very difficult because the torso is oriented the same way during both activities, and the transition between the two is very hard to classify into going down or up. we propose a novel approach based on the multiple contexts ensemble (mce) algorithm which classifies the activity with an ensemble of classifiers, each of which considers the problem in the context of a single feature. the improvement stems from using multiple viewpoints, based on accelerometer data only, designed specifically to distinguish standing from sitting. this approach improves the accuracy on the two activities by 24 percentage points compared to regular machine learning.",nan
2014,enforcing solutions in constraint networks,"a method is proposed to enforce specific solutions in constraint networks. contrary to previous approaches, it yields a set of constraints to be dropped whose cardinality is minimal.",nan
2014,negotiation to execute continuous long-term tasks,"recently, research has focused on processing tasks that require continuous execution to produce data in a real-time manner. such tasks often also need to be executed for long periods of time such as years, requiring large amounts of resources (e.g. cpus) that can be found in a grid. however, a grid may be unwilling or unable to allocate resources for continuous usage far in advance, because of high fluctuations in resource availability and/or resource demand. therefore, a client must relax its requirements in terms of long-term execution, and negotiate a shorter period of execution time; when this period ends, the client must negotiate again to continue task's execution. we propose a negotiation strategy, contask, which helps to increase the periods of execution time, and reduce the length of interruptions between them.",nan
2014,off-policy shaping ensembles in reinforcement learning,in this work we propose learning an ensemble of policies related through potential-based shaping rewards via the off-policy horde framework.,nan
2014,ads2 : anytime distributed supervision of distributed systems that face unreliable or costly communication,"nowadays industrial process are mainly distributed, and their supervision systems are still centralized. consequently, when communications are disrupted, it slows down or stops the supervision process. to allow the anytime supervision of such systems, we propose a distributed approch based on a multi-agent system where each supervision agent autonomously handles both diagnosis and repair on a given location. we demonstrate the advantage of our proposal and evaluates ads2 using an industrial case-study. experiments demonstrate the relevance of our approach with an overall reduction of the supervised system down-time of 34%.",nan
2014,an algorithm for the penalized multiple choice knapsack problem,"we present an algorithm for the penalized multiple choice knapsack problem (pmckp), a combination of the more common penalized knapsack problem (pkp) and multiple choice knapsack problem (mckp). our approach is to converts a pmckp into a pkp using a previously known transformation between mckp and kp, and then solve the pkp greedily. for pmckps with well-behaved penalty functions, our algorithm is optimal for the linear relaxation of the problem.",nan
2014,generation of relevant spreadsheet repair candidates,"spreadsheets are amongst the most successful examples of end user programming. because of their, still increasing, importance for companies, spreadsheets have drastic economical and societal impact. hence, locating and fixing spreadsheet faults is important and deserves attention from the research community. a state-of-the-art technique uses genetic programming for generating repair candidates, but a limitation that hinders real-world application is that it still computes too many repair candidates. in this paper, we discuss a novel technique based on constraint solving that uses distinguishing test cases to narrow down the number of repair candidates.",nan
2014,comparing models for spreadsheet fault localization,"locating faults in spreadsheets can be difficult. therefore, tools supporting the localization of faults are needed. this paper presents a novel dependency-based model that can be used in model-based software debugging (mbsd). this model allows improvements of the diagnostic accuracy while keeping the computation times short. in an empirical evaluation, we show that dependency-based models of spreadsheets whose value-based models are often not solvable in an acceptable amount of time can be solved in less than one second. furthermore, the amount of diagnoses is reduced by 15 % on average when using the novel instead of the original dependency-based model.",nan
2014,video event recognition by dempster-shafer theory,"this paper presents an event recognition framework, based on dempster-shafer theory, that combines evidence of events from low-level computer vision analytics. the proposed method employing evidential network modelling of composite events, is able to represent uncertainty of event output from low level video analysis and infer high-level events with semantic meaning along with degrees of belief. the method has been evaluated on videos taken of subjects entering and leaving a seated area. this has relevance to a number of transport scenarios, such as onboard buses and trains, and also in train stations and airports. recognition results of 78% and 100% for four composite events are encouraging.",nan
2014,probabilistic argumentation with incomplete information,"we consider augmenting abstract argumentation frame-works with probabilistic information and discuss different constraints to obtain meaningful probabilistic information. moreover, we investigate the problem of incomplete probability assignments and propose a solution for completing these assignments by applying the principle of maximum entropy.",nan
2014,multiobjective prices of stability and anarchy for multiobjective games,"we generalize the prices of stability and anarchy to multiobjective games. in the singleobjective case, the loss of overall efficiency induced by selfish behaviors is a deeply studied subject. while the price of anarchy bounds above the loss of efficiency of equilibria, the price of stability bounds it below. in a multiobjective game, each agent individually decides an action, creating an overall alternative which is valued by each agent using his multiobjective valuation function and compared by the pareto-preference. we issue the study of multiobjective prices of stability and anarchy by discussing several possible definitions.",nan
2014,prime implicates based inconsistency characterization,"measuring inconsistency is recognized as an important issue for handling inconsistencies [5, 6]. based on prime implicates canonical representation, we first characterize the conflicting variables allowing us to refine an existing inconsistency measure. secondly, we propose a new measure, to circumscribe the internal conflicts in a knowledge base. this measure is proved to satisfy a new but weaker form of dominance.",nan
