id,Year,Paper,Keyword_1,Keyword_2,Keyword_3,Keyword_4,NewKeyword
5155,2016,learning to branch in mixed integer programming,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5156,2016,local search for hard sat formulas:  the strength of the polynomial law,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5157,2016,fast proximal linearized alternating direction method of multiplier with parallel splitting,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5158,2016,combining bounding boxes and jps to prune grid pathfinding,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5159,2016,fast admm algorithm for distributed optimization with adaptive penalty,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5160,2016,towards clause-learning state space search:  learning to recognize dead-ends,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5161,2016,implementing troubleshooting with batch repair,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5162,2016,a combinatorial search perspective on diverse solution generation,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5163,2016,on the completeness of best-first search variants that use random exploration,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5164,2016,drimux:  dynamic rumor influence minimization with user experience in social networks,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5165,2016,linearized alternating direction method with penalization for nonconvex and nonsmooth optimization,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5166,2016,two efficient local search algorithms for maximum weight clique problem,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5167,2016,relaxed majorization-minimization for non-smooth and non-convex optimization,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5168,2016,submodular optimization with routing constraints,heuristic search and optimization, heuristic search and optimization,nan,nan,game theory
5169,2016,behavioral experiments in email filter evasion,human-computation and crowd sourcing, human-computation and crowd sourcing,nan,nan,computational social choice
5170,2016,an oral exam for measuring a dialog system's capabilities,humans and ai, humans and ai,nan,nan,humans & ai
5171,2016,intelligent advice provisioning for repeated interaction,humans and ai, humans and ai,nan,nan,humans & ai
5172,2016,a deep choice model,humans and ai, humans and ai,nan,nan,humans & ai
5173,2016,personalized alert agent for optimal user performance,humans and ai, humans and ai,nan,nan,humans & ai
5174,2016,minimizing user involvement for learning human mobility patterns from location traces,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5175,2016,generating cp-nets uniformly at random,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5176,2016,boolean functions with ordered domains in answer set programming,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5177,2016,a semantical analysis of second-order propositional modal logic,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5178,2016,a first-order logic of probability and only knowing in unbounded domains,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5179,2016,explaining inconsistency-tolerant query answering over description logic knowledge bases,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5180,2016,automated verification and tightening of failure propagation models,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5181,2016,a comparative study of ranking-based semantics for abstract argumentation,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5182,2016,beyond owl 2 ql in obda:  rewritings and approximations,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5183,2016,sdds are exponentially more succinct than obdds,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5184,2016,on the containment of sparql queries under entailment regimes,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5185,2016,logical foundations of privacy-preserving publishing of linked data,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5186,2016,verifying congolog programs on bounded situation calculus theories,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5187,2016,qualitative spatio-temporal stream reasoning with unobservable intertemporal spatial relations using landmarks,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5188,2016,using decomposition-parameters for qbf:  mind the prefix! 964-970,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5189,2016,the complexity of ltl on finite traces:  hard and easy fragments,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5190,2016,sat-to-sat:  declarative extension of sat solvers with new propagators,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5191,2016,knowledge graph completion with adaptive sparse transfer matrix,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5192,2016,locally adaptive translation for knowledge graph embedding,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5193,2016,learning abductive reasoning using random examples,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5194,2016,a model for learning description logic ontologies based on exact learning,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5195,2016,agenda separability in judgment aggregation,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5196,2016,basic probabilistic ontological data exchange with existential rules,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5197,2016,resistance to corruption of strategic argumentation,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5198,2016,causal explanation under indeterminism:  a sampling approach,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5199,2016,'knowing whether' in proper epistemic knowledge bases,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5200,2016,ontology-mediated queries for nosql databases,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5201,2016,zero-suppressed sentential decision diagrams,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5202,2016,scalable training of markov logic networks using approximate counting,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5203,2016,metaphysics of planning domain descriptions,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5204,2016,expressive recommender systems through normalized nonnegative models,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5205,2016,complexity results and algorithms for extension enforcement in abstract argumentation,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5206,2016,query answering with inconsistent existential rules under stable model semantics,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5207,2016,affinity preserving quantization for hashing:  a vector quantization approach to compact learn binary codes,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5208,2016,decidable verification of golog programs over non-local effect actions,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5209,2016,mapping action language bc to logic programs:  a characterization by postulates,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
5210,2016,on the performance of googlenet and alexnet applied to sketches,machine learning applications, machine learning applications,nan,nan,machine learning
5211,2016,bayesian inference of recursive sequences of group activities from tracks,machine learning applications, machine learning applications,nan,nan,machine learning
5212,2016,towards domain adaptive vehicle detection in satellite image by supervised super-resolution transfer,machine learning applications, machine learning applications,nan,nan,machine learning
5213,2016,deep neural networks for learning graph representations,machine learning applications, machine learning applications,nan,nan,machine learning
5214,2016,discriminative nonparametric latent feature relational models with data augmentation,machine learning applications, machine learning applications,nan,nan,machine learning
5215,2016,mitosis detection in breast cancer histology images via deep cascaded networks,machine learning applications, machine learning applications,nan,nan,machine learning
5216,2016,deep contextual networks for neuronal structure segmentation,machine learning applications, machine learning applications,nan,nan,machine learning
5217,2016,seeing the unseen network:  inferring hidden social ties from respondent-driven sampling,machine learning applications, machine learning applications,nan,nan,machine learning
5218,2016,robust multi-view subspace learning through dual low-rank decompositions,machine learning applications, machine learning applications,nan,nan,machine learning
5219,2016,graph-without-cut:  an ideal graph learning for image segmentation,machine learning applications, machine learning applications,nan,nan,machine learning
5220,2016,moocs meet measurement theory:  a topic-modelling approach,machine learning applications, machine learning applications,nan,nan,machine learning
5221,2016,creating images by learning image semantics using vector space models,machine learning applications, machine learning applications,nan,nan,machine learning
5222,2016,efficient learning of timeseries shapelets,machine learning applications, machine learning applications,nan,nan,machine learning
5223,2016,learning to appreciate the aesthetic effects of clothing,machine learning applications, machine learning applications,nan,nan,machine learning
5224,2016,consensus style centralizing auto-encoder for weak style classification,machine learning applications, machine learning applications,nan,nan,machine learning
5225,2016,column sampling based discrete supervised hashing,machine learning applications, machine learning applications,nan,nan,machine learning
5226,2016,a framework for outlier description using constraint programming,machine learning applications, machine learning applications,nan,nan,machine learning
5227,2016,random mixed field model for mixed-attribute data restoration,machine learning applications, machine learning applications,nan,nan,machine learning
5228,2016,learning with marginalized corrupted features and labels together,machine learning applications, machine learning applications,nan,nan,machine learning
5229,2016,towards optimal binary code learning via ordinal embedding,machine learning applications, machine learning applications,nan,nan,machine learning
5230,2016,recognizing complex activities by a probabilistic interval-based model,machine learning applications, machine learning applications,nan,nan,machine learning
5231,2016,learning adaptive forecasting models from irregularly sampled multivariate clinical data,machine learning applications, machine learning applications,nan,nan,machine learning
5232,2016,deep learning for algorithm portfolios,machine learning applications, machine learning applications,nan,nan,machine learning
5233,2016,convolutional neural networks over tree structures for programming language processing,machine learning applications, machine learning applications,nan,nan,machine learning
5234,2016,learning tractable probabilistic models for fault localization,machine learning applications, machine learning applications,nan,nan,machine learning
5235,2016,unsupervised feature selection with structured graph optimization,machine learning applications, machine learning applications,nan,nan,machine learning
5236,2016,differential privacy preservation for deep auto-encoders:  an application of human behavior prediction,machine learning applications, machine learning applications,nan,nan,machine learning
5237,2016,privacy-cnh:  a framework to detect photo privacy with convolutional neural network using hierarchical features,machine learning applications, machine learning applications,nan,nan,machine learning
5238,2016,drosophila gene expression pattern annotations via multi-instance biological relevance learning,machine learning applications, machine learning applications,nan,nan,machine learning
5239,2016,recommending groups to users using user-group engagement and time-dependent matrix factorization,machine learning applications, machine learning applications,nan,nan,machine learning
5240,2016,instilling social to physical:  co-regularized heterogeneous transfer learning,machine learning applications, machine learning applications,nan,nan,machine learning
5241,2016,exploiting an oracle that reports auc scores in machine learning contests,machine learning applications, machine learning applications,nan,nan,machine learning
5242,2016,efficient nonparametric subgraph detection using tree shaped priors,machine learning applications, machine learning applications,nan,nan,machine learning
5243,2016,factorization ranking model for move prediction in the game of go,machine learning applications, machine learning applications,nan,nan,machine learning
5244,2016,joint multi-view representation learning and image tagging,machine learning applications, machine learning applications,nan,nan,machine learning
5245,2016,learning deep convolutional neural networks for x-ray protein crystallization image analysis,machine learning applications, machine learning applications,nan,nan,machine learning
5246,2016,linear submodular bandits with a knapsack constraint,machine learning applications, machine learning applications,nan,nan,machine learning
5247,2016,submodular asymmetric feature selection in cascade object detection,machine learning applications, machine learning applications,nan,nan,machine learning
5248,2016,semisupervised autoencoder for sentiment analysis,machine learning applications, machine learning applications,nan,nan,machine learning
5249,2016,simultaneous feature and sample reduction for image-set classification,machine learning applications, machine learning applications,nan,nan,machine learning
5250,2016,collective noise contrastive estimation for policy transfer learning,machine learning applications, machine learning applications,nan,nan,machine learning
5251,2016,learning a hybrid architecture for sequence regression and annotation,machine learning applications, machine learning applications,nan,nan,machine learning
5252,2016,pose-dependent low-rank embedding for head pose estimation,machine learning applications, machine learning applications,nan,nan,machine learning
5253,2016,cold-start heterogeneous-device wireless localization,machine learning applications, machine learning applications,nan,nan,machine learning
5254,2016,tracking idea flows between social groups,machine learning applications, machine learning applications,nan,nan,machine learning
5255,2016,fast hybrid algorithm for big matrix recovery,machine learning applications, machine learning applications,nan,nan,machine learning
5256,2016,data poisoning attacks against autoregressive models,machine learning methods, machine learning methods,nan,nan,machine learning
5257,2016,approximate k-means++ in sublinear time,machine learning methods, machine learning methods,nan,nan,machine learning
5258,2016,incremental stochastic factorization for online reinforcement learning,machine learning methods, machine learning methods,nan,nan,machine learning
5259,2016,increasing the action gap:  new operators for reinforcement learning,machine learning methods, machine learning methods,nan,nan,machine learning
5260,2016,"decoding hidden markov models faster than viterbi via online matrix-vector (max, +)-multiplication",machine learning methods, machine learning methods,nan,nan,machine learning
5261,2016,maximum margin dirichlet process mixtures for clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5262,2016,progressive em for latent tree models and hierarchical topic detection,machine learning methods, machine learning methods,nan,nan,machine learning
5263,2016,knowledge transfer with interactive learning of semantic relationships,machine learning methods, machine learning methods,nan,nan,machine learning
5264,2016,robustness of bayesian pool-based active learning against prior misspecification,machine learning methods, machine learning methods,nan,nan,machine learning
5265,2016,learning step size controllers for robust neural network training,machine learning methods, machine learning methods,nan,nan,machine learning
5266,2016,reconstructing hidden permutations using the average-precision (ap) correlation statistic,machine learning methods, machine learning methods,nan,nan,machine learning
5267,2016,generalised brown clustering and roll-up feature generation,machine learning methods, machine learning methods,nan,nan,machine learning
5268,2016,random composite forests,machine learning methods, machine learning methods,nan,nan,machine learning
5269,2016,the ostomachion process,machine learning methods, machine learning methods,nan,nan,machine learning
5270,2016,indexable probabilistic matrix factorization for maximum inner product search,machine learning methods, machine learning methods,nan,nan,machine learning
5271,2016,fast lasso algorithm via selective coordinate descent,machine learning methods, machine learning methods,nan,nan,machine learning
5272,2016,group and graph joint sparsity for linked data classification,machine learning methods, machine learning methods,nan,nan,machine learning
5273,2016,risk minimization in the presence of label noise,machine learning methods, machine learning methods,nan,nan,machine learning
5274,2016,decentralized approximate bayesian inference for distributed sensor network,machine learning methods, machine learning methods,nan,nan,machine learning
5275,2016,assumed density filtering methods for learning bayesian neural networks,machine learning methods, machine learning methods,nan,nan,machine learning
5276,2016,extending the modelling capacity of gaussian conditional random fields while learning faster,machine learning methods, machine learning methods,nan,nan,machine learning
5277,2016,uncertainty propagation in long-term structured regression on evolving networks,machine learning methods, machine learning methods,nan,nan,machine learning
5278,2016,teaching-to-learn and learning-to-teach for multi-label propagation,machine learning methods, machine learning methods,nan,nan,machine learning
5279,2016,discriminative analysis dictionary learning,machine learning methods, machine learning methods,nan,nan,machine learning
5280,2016,active learning with cross-class knowledge transfer,machine learning methods, machine learning methods,nan,nan,machine learning
5281,2016,generalized emphatic temporal difference learning:  bias-variance analysis,machine learning methods, machine learning methods,nan,nan,machine learning
5282,2016,multi-stage multi-task learning with reduced rank,machine learning methods, machine learning methods,nan,nan,machine learning
5283,2016,reduction techniques for graph-based convex clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5284,2016,sand:  semi-supervised adaptive novel class detection and classification over data stream,machine learning methods, machine learning methods,nan,nan,machine learning
5285,2016,flattening the density gradient for eliminating spatial centrality to reduce hubness,machine learning methods, machine learning methods,nan,nan,machine learning
5286,2016,discriminative vanishing component analysis,machine learning methods, machine learning methods,nan,nan,machine learning
5287,2016,common and discriminative subspace kernel-based multiblock tensor partial least squares regression,machine learning methods, machine learning methods,nan,nan,machine learning
5288,2016,multi-label manifold learning,machine learning methods, machine learning methods,nan,nan,machine learning
5289,2016,optimal discrete matrix completion,machine learning methods, machine learning methods,nan,nan,machine learning
5290,2016,conservativeness of untied auto-encoders,machine learning methods, machine learning methods,nan,nan,machine learning
5291,2016,infinite plaid models for infinite bi-clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5292,2016,improving predictive state representations via gradient descent,machine learning methods, machine learning methods,nan,nan,machine learning
5293,2016,a probabilistic approach to knowledge translation,machine learning methods, machine learning methods,nan,nan,machine learning
5294,2016,"the l2, 1-norm stacked robust autoencoders for domain adaptation",machine learning methods, machine learning methods,nan,nan,machine learning
5295,2016,wishart mechanism for differentially private principal components analysis,machine learning methods, machine learning methods,nan,nan,machine learning
5296,2016,deep learning with s-shaped rectified linear activation units,machine learning methods, machine learning methods,nan,nan,machine learning
5297,2016,delay-tolerant online convex optimization:  unified analysis and adaptive-gradient algorithms,machine learning methods, machine learning methods,nan,nan,machine learning
5298,2016,shakeout:  a new regularized deep neural network training scheme,machine learning methods, machine learning methods,nan,nan,machine learning
5299,2016,bounded optimal exploration in mdp,machine learning methods, machine learning methods,nan,nan,machine learning
5300,2016,uncorrelated group lasso,machine learning methods, machine learning methods,nan,nan,machine learning
5301,2016,learning future classifiers without additional data,machine learning methods, machine learning methods,nan,nan,machine learning
5302,2016,compressed conditional mean embeddings for model-based reinforcement learning,machine learning methods, machine learning methods,nan,nan,machine learning
5303,2016,preconditioned stochastic gradient langevin dynamics for deep neural networks,machine learning methods, machine learning methods,nan,nan,machine learning
5304,2016,high-order stochastic gradient thermostats for bayesian learning of deep models,machine learning methods, machine learning methods,nan,nan,machine learning
5305,2016,multi-objective self-paced learning,machine learning methods, machine learning methods,nan,nan,machine learning
5306,2016,scalable sequential spectral clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5307,2016,towards safe semi-supervised learning for multivariate performance measures,machine learning methods, machine learning methods,nan,nan,machine learning
5308,2016,accelerating random kaczmarz algorithm based on clustering information,machine learning methods, machine learning methods,nan,nan,machine learning
5309,2016,fast and accurate refined nyström-based kernel svm,machine learning methods, machine learning methods,nan,nan,machine learning
5310,2016,how important is weight symmetry in backpropagation? 1837-1844,machine learning methods, machine learning methods,nan,nan,machine learning
5311,2016,re-active learning:  active learning with relabeling,machine learning methods, machine learning methods,nan,nan,machine learning
5312,2016,interaction point processes via infinite branching model,machine learning methods, machine learning methods,nan,nan,machine learning
5313,2016,"gaussian process planning with lipschitz continuous reward functions:  towards unifying bayesian optimization, active learning, and beyond",machine learning methods, machine learning methods,nan,nan,machine learning
5314,2016,online arima algorithms for time series prediction,machine learning methods, machine learning methods,nan,nan,machine learning
5315,2016,consensus guided unsupervised feature selection,machine learning methods, machine learning methods,nan,nan,machine learning
5316,2016,sparse perceptron decision tree for millions of dimensions,machine learning methods, machine learning methods,nan,nan,machine learning
5317,2016,multiple kernel k-means clustering with matrix-induced regularization,machine learning methods, machine learning methods,nan,nan,machine learning
5318,2016,finding one's best crowd:  online learning by exploiting source similarity,machine learning methods, machine learning methods,nan,nan,machine learning
5319,2016,learning frame models using cnn filters,machine learning methods, machine learning methods,nan,nan,machine learning
5320,2016,sparse latent space policy search,machine learning methods, machine learning methods,nan,nan,machine learning
5321,2016,expected tensor decomposition with stochastic gradient descent,machine learning methods, machine learning methods,nan,nan,machine learning
5322,2016,offline evaluation of online reinforcement learning algorithms,machine learning methods, machine learning methods,nan,nan,machine learning
5323,2016,reinforcement learning with parameterized actions,machine learning methods, machine learning methods,nan,nan,machine learning
5324,2016,fixed-rank supervised metric learning on riemannian manifold,machine learning methods, machine learning methods,nan,nan,machine learning
5325,2016,"all-in text:  learning document, label, and word representations jointly",machine learning methods, machine learning methods,nan,nan,machine learning
5326,2016,holographic embeddings of knowledge graphs,machine learning methods, machine learning methods,nan,nan,machine learning
5327,2016,new l1-norm relaxations and optimizations for graph clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5328,2016,the constrained laplacian rank algorithm for graph-based clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5329,2016,"efficient pac-optimal exploration in concurrent, continuous state mdps with delayed updates",machine learning methods, machine learning methods,nan,nan,machine learning
5330,2016,viral clustering:  a robust method to extract structures in heterogeneous datasets,machine learning methods, machine learning methods,nan,nan,machine learning
5331,2016,inverse reinforcement learning through policy gradient minimization,machine learning methods, machine learning methods,nan,nan,machine learning
5332,2016,scaling simultaneous optimistic optimization for high-dimensional non-convex functions with low effective dimensions,machine learning methods, machine learning methods,nan,nan,machine learning
5333,2016,selecting near-optimal learners via incremental data allocation,machine learning methods, machine learning methods,nan,nan,machine learning
5334,2016,scalable algorithms for tractable schatten quasi-norm minimization,machine learning methods, machine learning methods,nan,nan,machine learning
5335,2016,spectral bisection tree guided deep adaptive exemplar autoencoder for unsupervised domain adaptation,machine learning methods, machine learning methods,nan,nan,machine learning
5336,2016,metric learning for ordinal data,machine learning methods, machine learning methods,nan,nan,machine learning
5337,2016,noisy submodular maximization via adaptive sampling with applications to crowdsourced image collection summarization,machine learning methods, machine learning methods,nan,nan,machine learning
5338,2016,bayesian matrix completion via adaptive relaxed spectral regularization,machine learning methods, machine learning methods,nan,nan,machine learning
5339,2016,marginalized continuous time bayesian networks for network reconstruction from incomplete observations,machine learning methods, machine learning methods,nan,nan,machine learning
5340,2016,return of frustratingly easy domain adaptation,machine learning methods, machine learning methods,nan,nan,machine learning
5341,2016,on the depth of deep neural networks:  a theoretical view,machine learning methods, machine learning methods,nan,nan,machine learning
5342,2016,linear-time learning on distributions with approximate kernel embeddings,machine learning methods, machine learning methods,nan,nan,machine learning
5343,2016,learning sparse confidence-weighted classifier on very high dimensional data,machine learning methods, machine learning methods,nan,nan,machine learning
5344,2016,algorithms for differentially private multi-armed bandits,machine learning methods, machine learning methods,nan,nan,machine learning
5345,2016,deep reinforcement learning with double q-learning,machine learning methods, machine learning methods,nan,nan,machine learning
5346,2016,online instrumental variable regression with applications to online linear system identification,machine learning methods, machine learning methods,nan,nan,machine learning
5347,2016,the hidden convexity of spectral clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5348,2016,multitask generalized eigenvalue program,machine learning methods, machine learning methods,nan,nan,machine learning
5349,2016,product grassmann manifold representation and its lrr models,machine learning methods, machine learning methods,nan,nan,machine learning
5350,2016,text classification with heterogeneous information network kernels,machine learning methods, machine learning methods,nan,nan,machine learning
5351,2016,semi-supervised dictionary learning via structural sparse preserving,machine learning methods, machine learning methods,nan,nan,machine learning
5352,2016,relational knowledge transfer for zero-shot learning,machine learning methods, machine learning methods,nan,nan,machine learning
5353,2016,optimizing multivariate performance measures from multi-view data,machine learning methods, machine learning methods,nan,nan,machine learning
5354,2016,an efficient time series subsequence pattern mining and prediction framework with an application to respiratory motion prediction,machine learning methods, machine learning methods,nan,nan,machine learning
5355,2016,co-regularized plsa for multi-modal learning,machine learning methods, machine learning methods,nan,nan,machine learning
5356,2016,toward a better understanding of deep neural network based acoustic modelling:  an empirical investigation,machine learning methods, machine learning methods,nan,nan,machine learning
5357,2016,noise-adaptive margin-based active learning and lower bounds under tsybakov noise condition,machine learning methods, machine learning methods,nan,nan,machine learning
5358,2016,learning by transferring from unsupervised universal sources,machine learning methods, machine learning methods,nan,nan,machine learning
5359,2016,learning deep l0 encoders,machine learning methods, machine learning methods,nan,nan,machine learning
5360,2016,adaptive normalized risk-averting training for deep neural networks,machine learning methods, machine learning methods,nan,nan,machine learning
5361,2016,nonlinear feature extraction with max-margin data shifting,machine learning methods, machine learning methods,nan,nan,machine learning
5362,2016,unsupervised feature selection on networks:  a generative view,machine learning methods, machine learning methods,nan,nan,machine learning
5363,2016,model-free preference-based reinforcement learning,machine learning methods, machine learning methods,nan,nan,machine learning
5364,2016,constrained submodular minimization for missing labels and class imbalance in multi-label learning,machine learning methods, machine learning methods,nan,nan,machine learning
5365,2016,representing sets of instances for visual recognition,machine learning methods, machine learning methods,nan,nan,machine learning
5366,2016,robust semi-supervised learning through label aggregation,machine learning methods, machine learning methods,nan,nan,machine learning
5367,2016,analysis-synthesis dictionary learning for universality-particularity representation based classification,machine learning methods, machine learning methods,nan,nan,machine learning
5368,2016,efficient average reward reinforcement learning using constant shifting values,machine learning methods, machine learning methods,nan,nan,machine learning
5369,2016,learning continuous-time bayesian networks in relational domains:  a non-parametric approach,machine learning methods, machine learning methods,nan,nan,machine learning
5370,2016,instance specific metric subspace learning:  a bayesian approach,machine learning methods, machine learning methods,nan,nan,machine learning
5371,2016,scalable completion of nonnegative matrix with separable structure,machine learning methods, machine learning methods,nan,nan,machine learning
5372,2016,derivative-free optimization via classification,machine learning methods, machine learning methods,nan,nan,machine learning
5373,2016,on order-constrained transitive distance clustering,machine learning methods, machine learning methods,nan,nan,machine learning
5374,2016,a proximal alternating direction method for semi-definite rank minimization,machine learning methods, machine learning methods,nan,nan,machine learning
5375,2016,learning expected hitting time distance,machine learning methods, machine learning methods,nan,nan,machine learning
5376,2016,stochastic optimization for kernel pca,machine learning methods, machine learning methods,nan,nan,machine learning
5377,2016,asynchronous distributed semi-stochastic gradient optimization,machine learning methods, machine learning methods,nan,nan,machine learning
5378,2016,an alternating proximal splitting method with global convergence for nonconvex structured sparsity optimization,machine learning methods, machine learning methods,nan,nan,machine learning
5379,2016,accelerated sparse linear regression via random projection,machine learning methods, machine learning methods,nan,nan,machine learning
5380,2016,large-scale graph-based semi-supervised learning via tree laplacian solver,machine learning methods, machine learning methods,nan,nan,machine learning
5381,2016,near-optimal active learning of multi-output gaussian processes,machine learning methods, machine learning methods,nan,nan,machine learning
5382,2016,multi-domain active learning for recommendation,machine learning methods, machine learning methods,nan,nan,machine learning
5383,2016,on the differential privacy of bayesian inference,machine learning methods, machine learning methods,nan,nan,machine learning
5384,2016,a scalable and extensible framework for superposition-structured models,machine learning methods, machine learning methods,nan,nan,machine learning
5385,2016,fast asynchronous parallel stochastic gradient descent:  a lock-free approach with convergence guarantee,machine learning methods, machine learning methods,nan,nan,machine learning
5386,2016,dintucker:  scaling up gaussian process models on large multidimensional arrays,machine learning methods, machine learning methods,nan,nan,machine learning
5387,2016,fast nonsmooth regularized risk minimization with continuation,machine learning methods, machine learning methods,nan,nan,machine learning
5388,2016,transfer learning for cross-language text categorization through active correspondences construction,machine learning methods, machine learning methods,nan,nan,machine learning
5389,2016,veto-consensus multiple kernel learning,machine learning methods, machine learning methods,nan,nan,machine learning
5390,2016,deep hashing network for efficient similarity retrieval,machine learning methods, machine learning methods,nan,nan,machine learning
5391,2016,coupled dictionary learning for unsupervised feature selection,machine learning methods, machine learning methods,nan,nan,machine learning
5392,2016,stochastic parallel block coordinate descent for large-scale saddle point problems,machine learning methods, machine learning methods,nan,nan,machine learning
5393,2016,temporal vaccination games under resource constraints,multiagent systems, multiagent systems,nan,nan,multiagent systems
5394,2016,detection of plan deviation in multi-agent systems,multiagent systems, multiagent systems,nan,nan,multiagent systems
5395,2016,complexity of shift bribery in committee elections,multiagent systems, multiagent systems,nan,nan,multiagent systems
5396,2016,global model checking on pushdown multi-agent systems,multiagent systems, multiagent systems,nan,nan,multiagent systems
5397,2016,frugal bribery in voting,multiagent systems, multiagent systems,nan,nan,multiagent systems
5398,2016,target surveillance in adversarial environments using pomdps,multiagent systems, multiagent systems,nan,nan,multiagent systems
5399,2016,multi-variable agents decomposition for dcops,multiagent systems, multiagent systems,nan,nan,multiagent systems
5400,2016,implicit coordination in crowded multi-agent navigation,multiagent systems, multiagent systems,nan,nan,multiagent systems
5401,2016,emergence of social punishment and cooperation through prior commitments,multiagent systems, multiagent systems,nan,nan,multiagent systems
5402,2016,efficient computation of emergent equilibrium in agent-based simulation,multiagent systems, multiagent systems,nan,nan,multiagent systems
5403,2016,strengthening agents strategic ability with communication,multiagent systems, multiagent systems,nan,nan,multiagent systems
5404,2016,model checking probabilistic knowledge:  a pspace case,multiagent systems, multiagent systems,nan,nan,multiagent systems
5405,2016,"learning for decentralized control of multiagent systems in large, partially-observable stochastic environments",multiagent systems, multiagent systems,nan,nan,multiagent systems
5406,2016,bayesian learning of other agents' finite controllers for interactive pomdps,multiagent systems, multiagent systems,nan,nan,multiagent systems
5407,2016,exploiting anonymity in approximate linear programming:  scaling to large multiagent mdps,multiagent systems, multiagent systems,nan,nan,multiagent systems
5408,2016,"contact:  deciding to communicate during time-critical collaborative tasks in unknown, deterministic domains",multiagent systems, multiagent systems,nan,nan,multiagent systems
5409,2016,is it harmful when advisors only pretend to be honest? 2551-2557,multiagent systems, multiagent systems,nan,nan,multiagent systems
5410,2016,robust execution of bdi agent programs by exploiting synergies between intentions,multiagent systems, multiagent systems,nan,nan,multiagent systems
5411,2016,short text representation for detecting churn in microblogs,nlp and knowledge representation, nlp and knowledge representation,nan,nan,nlp
5412,2016,topic concentration in query focused summarization datasets,nlp and knowledge representation, nlp and knowledge representation,nan,nan,nlp
5413,2016,"combining retrieval, statistics, and inference to answer elementary science questions",nlp and knowledge representation, nlp and knowledge representation,nan,nan,nlp
