Year,Title
2018,composite marginal likelihood methods for random utility models.
2018,lightweight stochastic optimization for minimizing finite sums with infinite data.
2018,a robust approach to sequential information theoretic planning.
2018,revealing common statistical behaviors in heterogeneous populations.
2018,understanding generalization and optimization performance of deep cnns.
2018,distributed asynchronous optimization with unbounded delays: how slow can you go?
2018,a simple stochastic variance reduced algorithm with fast convergence rates.
2018,stochastic variance-reduced cubic regularized newton method.
2018,racing thompson: an efficient algorithm for thompson sampling with non-conjugate priors.
2018,distributed nonparametric regression under communication constraints.
2018,message passing stein variational gradient descent.
2018,stochastic variance-reduced hamilton monte carlo methods.
2018,hierarchical long-term video prediction without supervision.
2019,ares and mars adversarial and mmd-minimizing regression for sdes.
2019,dynamic weights in multi-objective deep reinforcement learning.
2019,mixhop: higher-order graph convolutional architectures via sparsified neighborhood mixing.
2019,communication-constrained inference and the role of shared randomness.
2019,distributed learning with sublinear communication.
2019,communication complexity in locally private distribution estimation and heavy hitters.
2019,learning models from data with measurement error: tackling underreporting.
2019,tibgm: a transferable and information-based graphical model approach for reinforcement learning.
2019,pac learnability of node functions in networked dynamical systems.
2019,static automatic batching in tensorflow.
2019,efficient full-matrix adaptive regularization.
2019,online control with adversarial disturbances.
2019,fair regression: quantitative definitions and reduction-based algorithms.
2019,learning to generalize from sparse and underspecified rewards.
2019,the kernel interaction trick: fast bayesian discovery of pairwise interactions in high dimensions.
2019,understanding the impact of entropy on policy optimization.
2019,fairwashing: the risk of rationalization.
2019,adaptive stochastic natural gradient method for one-shot neural architecture search.
2019,projections for approximate policy iteration algorithms.
2019,validating causal inference models via influence functions.
2019,multi-objective training of generative adversarial networks with multiple discriminators.
2019,"graph element networks: adaptive, structured computation and memory."
2019,analogies explained: towards understanding word embeddings.
2019,infinite mixture prototypes for few-shot learning.
2019,a convergence theory for deep learning via over-parameterization.
2019,asynchronous batch bayesian optimisation with improved local penalisation.
2019,bounding user contributions: a bias-variance trade-off in differential privacy.
2019,explaining deep neural networks with a polynomial time algorithm for shapley value approximation.
2019,scaling up ordinal embedding: a landmark approach.
2019,sorting out lipschitz function approximation.
2019,sparse multi-channel variational autoencoder for the joint analysis of heterogeneous data.
2019,unsupervised label noise modeling and loss correction.
2019,fine-grained analysis of optimization and generalization for overparameterized two-layer neural networks.
2019,distributed weighted matching via randomized composable coresets.
2019,stochastic gradient push for distributed deep learning.
2019,bayesian optimization of composite functions.
2019,linear-complexity data-parallel earth mover's distance approximations.
2019,benefits and pitfalls of the exponential mechanism with applications to hilbert spaces and functional pca.
2019,feature grouping as a stochastic regularizer for high-dimensional structured data.
2019,beyond the chinese restaurant and pitman-yor processes: statistical models with double power-law behavior.
2019,scalable fair clustering.
2019,entropic gans meet vaes: a statistical approach to compute sample likelihoods in gans.
2019,provable guarantees for gradient-based meta-learning.
2019,open-ended learning in symmetric zero-sum games.
2019,concrete autoencoders: differentiable feature selection and reconstruction.
2019,holist: an environment for machine learning of higher order logic theorem proving.
2019,structured agents for physical construction.
2019,learning to route in similarity graphs.
2019,a personalized affective memory model for improving emotion recognition.
2019,scale-free adaptive planning for deterministic dynamics & discounted rewards.
2019,pareto optimal streaming unsupervised classification.
2019,categorical feature compression via submodular optimization.
2019,noise2self: blind denoising by self-supervision.
2019,efficient optimization of loops and limits with randomized telescoping sums.
2019,recurrent kalman networks: factorized inference in high-dimensional deep feature spaces.
2019,switching linear dynamics for variational bayes filtering.
2019,active learning for probabilistic structured prediction of cuts and matchings.
2019,invertible residual networks.
2019,greedy layerwise learning can scale to imagenet.
2019,overcoming multi-model forgetting.
2019,optimal kronecker-sum approximation of real time recurrent learning.
2019,adversarially learned representations for information obfuscation and inference.
2019,bandit multiclass linear classification: efficient algorithms for the separable case.
2019,analyzing federated learning through an adversarial lens.
2019,optimal continuous dr-submodular maximization and applications to provable mean field inference.
2019,more efficient off-policy evaluation through regularized targeted learning.
2019,a kernel perspective for regularizing deep neural networks.
2019,rethinking lossy compression: the rate-distortion-perception tradeoff.
2019,correlated bandits or: how to minimize mean-squared error online.
2019,adversarial attacks on node embeddings via graph poisoning.
2019,online variance reduction with mixtures.
2019,compositional fairness constraints for graph embeddings.
2019,unreproducible research is reproducible.
2019,blended conditonal gradients.
2019,coresets for ordered weighted clustering.
2019,target tracking for contextual bandits: application to demand side management.
2019,active manifolds: a non-linear analogue to active subspaces.
2019,conditioning by adaptive sampling for robust design.
2019,extrapolating beyond suboptimal demonstrations via inverse reinforcement learning from observations.
2019,deep counterfactual regret minimization.
2019,understanding the origins of bias in word embeddings.
2019,low latency privacy preserving inference.
2019,why do larger models generalize better? a theoretical perspective via the xor problem.
2019,adversarial examples from computational constraints.
2019,self-similar epochs: value in arrangement.
2019,learning generative models across incomparable spaces.
2019,rates of convergence for sparse variational gaussian process regression.
2019,what is the effect of importance weighting in deep learning?
2019,a quantitative analysis of the effect of batch normalization on gradient descent.
2019,accelerated linear convergence of stochastic momentum methods in wasserstein distances.
2019,active embedding search via noisy paired comparisons.
2019,dynamic learning with frequent new product launches: a sequential multinomial logit bandit problem.
2019,competing against nash equilibria in adversarially changing zero-sum games.
2019,automated model selection with bayesian quadrature.
2019,learning action representations for reinforcement learning.
2019,dynamic measurement scheduling for event forecasting using deep rl.
2019,on symmetric losses for learning from corrupted labels.
2019,online learning with kernel losses.
2019,neural network attributions: a causal perspective.
2019,pac identification of many good arms in stochastic multi-armed bandits.
2019,nearest neighbor and kernel survival analysis: nonasymptotic error bounds and strong consistency rates.
2019,stein point markov chain monte carlo.
2019,particle flow bayes' rule.
2019,proportionally fair clustering.
2019,information-theoretic considerations in batch reinforcement learning.
2019,generative adversarial user model for reinforcement learning based recommendation system.
2019,understanding and utilizing deep neural networks trained with noisy labels.
2019,"a gradual, semi-discrete approach to generative network training via explicit wasserstein minimization."
2019,transferability vs. discriminability: batch spectral penalization for adversarial domain adaptation.
2019,"fast incremental von neumann graph entropy computation: theory, algorithm, and applications."
2019,katalyst: boosting convex katayusha for non-convex problems with a large condition number.
2019,multivariate-information adversarial ensemble for scalable joint distribution matching.
2019,robust decision trees against adversarial examples.
2019,rafm: rank-aware factorization machines.
2019,control regularization for reduced variance reinforcement learning.
2019,predictor-corrector policy optimization.
2019,variational inference for sparse network reconstruction from count data.
2019,random walks on hypergraphs with edge-dependent vertex weights.
2019,neural joint source-channel coding.
2019,beyond backprop: online alternating minimization with auxiliary variables.
2019,unifying orthogonal monte carlo methods.
2019,"probability functional descent: a unifying perspective on gans, variational inference, and reinforcement learning."
2019,meansum: a neural model for unsupervised multi-document abstractive summarization.
2019,weak detection of signal in the spiked wigner model.
2019,new results on information theoretic clustering.
2019,sensitivity analysis of linear structural causal models.
2019,dimensionality reduction for tukey regression.
2019,on medians of (randomized) pairwise means.
2019,quantifying generalization in reinforcement learning.
2019,empirical analysis of beam search performance degradation in neural sequence models.
2019,learning linear-quadratic regulators efficiently with only √t regret.
2019,certified adversarial robustness via randomized smoothing.
2019,gauge equivariant convolutional networks and the icosahedral cnn.
2019,curious: intrinsically motivated modular multi-goal reinforcement learning.
2019,a fully differentiable beam search decoder.
2019,scalable metropolis-hastings for exact bayesian inference with large datasets.
2019,adjustment criteria for generalizing experimental findings.
2019,online learning with sleeping experts and feedback graphs.
2019,active learning with disagreement graphs.
2019,shape constraints for set functions.
2019,training well-generalizing classifiers for fairness metrics and other data-dependent constraints.
2019,monge blunts bayes: hardness results for adversarial training.
2019,boosted density estimation remastered.
2019,submodular cost submodular cover with an approximate oracle.
2019,flexibly fair representation learning by disentanglement.
2019,"anytime online-to-batch, optimism and acceleration."
2019,matrix-free preconditioning in online learning.
2019,minimal achievable sufficient statistic learning.
2019,open vocabulary learning on source code with a graph-structured cache.
2019,the value function polytope in reinforcement learning.
2019,bayesian optimization meets bayesian optimal stopping.
2019,policy certificates: towards accountable reinforcement learning.
2019,learning fast algorithms for linear transforms using butterfly factorizations.
2019,a kernel theory of modern data augmentation.
2019,tarmac: targeted multi-agent communication.
2019,teaching a black-box learner.
2019,stochastic deep networks.
2019,learning-to-learn stochastic gradient descent with biased regularization.
2019,a multitask multiple kernel learning algorithm for survival analysis with application to cancer biology.
2019,learning to convolve: a generalized weight-tying approach.
2019,sever: a robust meta-algorithm for stochastic optimization.
2019,approximated oracle filter pruning for destructive cnn width optimization.
2019,noisy dual principal component pursuit.
2019,finite-time analysis of distributed td(0) with linear function approximation on multi-agent reinforcement learning.
2019,trajectory-based off-policy deep reinforcement learning.
2019,generalized no free lunch theorem for adversarial robustness.
2019,width provably matters in optimization for deep linear neural networks.
2019,provably efficient rl with rich observations via latent state decoding.
2019,gradient descent finds global minima of deep neural networks.
2019,incorporating grouping information into bayesian decision tree ensembles.
2019,task-agnostic dynamics priors for deep reinforcement learning.
2019,optimal auctions through deep learning.
2019,wasserstein of wasserstein loss for learning generative models.
2019,learning interpretable continuous-time models of latent stochastic dynamical systems.
2019,autoregressive energy machines.
2019,band-limited training and inference for convolutional neural networks.
2019,imitating latent policies from observation.
2019,semi-cyclic stochastic gradient descent.
2019,gdpp: learning diverse generations using determinantal point processes.
2019,sequential facility location: approximate submodularity and greedy algorithm.
2019,improved convergence for $\ell_1$ and $\ell_∞$ regression via iteratively reweighted least squares.
2019,exploring the landscape of spatial robustness.
2019,cross-domain 3d equivariant image embeddings.
2019,on the connection between adversarial robustness and saliency map interpretability.
2019,non-monotone submodular maximization with nearly optimal adaptivity and query complexity.
2019,multi-frequency vector diffusion maps.
2019,stable-predictive optimistic counterfactual regret minimization.
2019,regret circuits: composability of regret minimizers.
2019,dead-ends and secure exploration in reinforcement learning.
2019,invariant-equivariant representation learning for multi-class data.
2019,the advantages of multiple classes for reducing overfitting from test set reuse.
2019,decentralized exploration in multi-armed bandits.
2019,almost surely constrained convex optimization.
2019,online meta-learning.
2019,dl2: training and querying neural networks with logic.
2019,bayesian action decoder for deep multi-agent reinforcement learning.
2019,scalable nonparametric sampling from multimodal posteriors with the posterior bootstrap.
2019,on discriminative learning of prediction uncertainty.
2019,learning discrete structures for graph neural networks.
2019,distributional multivariate policy evaluation and exploration with the bellman gan.
2019,approximating orthogonal matrices with effective givens factorization.
2019,fast and flexible inference of joint distributions from their marginals.
2019,analyzing and improving representations with the soft nearest neighbor loss.
2019,diagnosing bottlenecks in deep q-learning algorithms.
2019,metricgan: generative adversarial networks based black-box metric scores optimization for speech enhancement.
2019,beyond adaptive submodularity: approximation guarantees of greedy policy with adaptive submodularity ratio.
2019,off-policy deep reinforcement learning without exploration.
2019,transfer learning for related reinforcement learning tasks via image-to-image translation.
2019,breaking the softmax bottleneck via learnable monotonic pointwise non-linearities.
2019,graph u-nets.
2019,deep generative learning via variational gradient flow.
2019,rate distortion for model compression: from theory to practice.
2019,demystifying dropout.
2019,geometric scattering for graph data analysis.
2019,multi-frequency phase synchronization.
2019,optimal mini-batch and step sizes for saga.
2019,selectivenet: a deep neural network with an integrated reject option.
2019,a theory of regularized markov decision processes.
2019,deepmdp: learning continuous latent space models for representation learning.
2019,partially linear additive gaussian graphical models.
2019,learning and data selection in big datasets.
2019,improved parallel algorithms for density-based network clustering.
2019,recursive sketches for modular deep learning.
2019,an instability in variational inference for topic models.
2019,an investigation into neural net optimization via hessian eigenvalue density.
2019,data shapley: equitable valuation of data for machine learning.
2019,efficient dictionary learning with gradient descent.
2019,a tree-based method for fast repeated sampling of determinantal point processes.
2019,learning to groove with inverse sequence transformations.
2019,adversarial examples are a natural consequence of test error in noise.
2019,discovering conditionally salient features with statistical guarantees.
2019,estimating information flow in deep neural networks.
2019,amortized monte carlo integration.
2019,online algorithms for rent-or-buy with expert advice.
2019,the information-theoretic value of unlabeled data in semi-supervised learning.
2019,efficient training of bert by progressively stacking.
2019,quantile stein variational gradient descent for batch bayesian optimization.
2019,obtaining fairness using optimal transport theory.
2019,combining parametric and nonparametric models for off-policy evaluation.
2019,counterfactual visual explanations.
2019,adaptive sensor placement for continuous spaces.
2019,a statistical investigation of long memory in language and music.
2019,automatic posterior transformation for likelihood-free inference.
2019,learning to optimize multigrid pde solvers.
2019,multi-object representation learning with iterative variational inference.
2019,graphite: iterative generative modeling of graphs.
2019,fast algorithm for generalized multinomial models with ranking data.
2019,towards a deep and unified understanding of deep neural models in nlp.
2019,an investigation of model-free planning.
2019,humor in word embeddings: cockamamie gobbledegook for nincompoops.
2019,simple black-box adversarial attacks.
2019,exploring interpretable lstm neural networks over multi-variable data.
2019,learning to exploit long-term relational dependencies in knowledge graphs.
2019,memory-optimal direct convolutions for maximizing classification accuracy in embedded applications.
2019,imexnet a forward stable deep neural network.
2019,on the power of curriculum learning in training deep networks.
2019,trading redundancy for communication: speeding up distributed sgd for non-convex optimization.
2019,learning latent dynamics for planning from pixels.
2019,neural separation of observed and unobserved distributions.
2019,grid-wise control for multi-agent reinforcement learning in video game ai.
2019,dimension-wise importance sampling weight clipping for sample-efficient reinforcement learning.
2019,complexity of linear regions in deep networks.
2019,importance sampling policy evaluation with an estimated behavior policy.
2019,doubly-competitive distribution estimation.
2019,random shuffling beats sgd after finite epochs.
2019,"submodular maximization beyond non-negativity: guarantees, fast algorithms, and applications."
2019,per-decision option discounting.
2019,submodular observation selection and information gathering for quadratic models.
2019,understanding and controlling memory in recurrent neural networks.
2019,on the impact of the activation function on deep neural networks training.
2019,provably efficient maximum entropy exploration.
2019,on the long-term impact of algorithmic decision policies: effort unfairness and feature segregation through social learning.
2019,graph resistance and learning from pairwise comparisons.
2019,using pre-training can improve model robustness and uncertainty.
2019,flow++: improving flow-based generative models with variational dequantization and architecture design.
2019,population based augmentation: efficient learning of augmentation policy schedules.
2019,collective model fusion for multiple black-box experts.
2019,connectivity-optimized representation learning via persistent homology.
2019,better generalization with less data using robust gradient descent.
2019,emerging convolutions for generative normalizing flows.
2019,nonconvex variance reduced optimization with arbitrary sampling.
2019,parameter-efficient transfer learning for nlp.
2019,stay with me: lifetime maximization through heteroscedastic linear bandits with reneging.
2019,finding mixed nash equilibria of generative adversarial networks.
2019,"classification from positive, unlabeled and biased negative data."
2019,bayesian deconditional kernel mean embeddings.
2019,faster stochastic alternating direction method of multipliers for nonconvex optimization.
2019,unsupervised deep learning by neighbourhood discovery.
2019,detecting overlapping and correlated communities without pure nodes: identifiability and algorithm.
2019,hierarchical importance weighted autoencoders.
2019,stable and fair classification.
2019,addressing the loss-metric mismatch with adaptive loss alignment.
2019,causal discovery and forecasting in nonstationary environments with state-space models.
2019,composing entropic policies using divergence correction.
2019,hexagan: generative adversarial nets for real world classification.
2019,overcoming mean-field approximations in recurrent gaussian process models.
2019,learning structured decision problems with unawareness.
2019,"phase transition in pca with missing data: reduced signal-to-noise ratio, not sample size!"
2019,actor-attention-critic for multi-agent reinforcement learning.
2019,complementary-label learning for arbitrary losses and models.
2019,causal identification under markov equivalence: completeness results.
2019,learning from a learner.
2019,differentially private fair learning.
2019,sum-of-squares polynomial flow.
2019,dbscan++: towards fast and scalable density clustering.
2019,learning what and where to transfer.
2019,social influence as intrinsic motivation for multi-agent deep reinforcement learning.
2019,a deep reinforcement learning perspective on internet congestion control.
2019,graph neural network for music score data and modeling expressive piano performance.
2019,ladder capsule network.
2019,training cnns with selective allocation of channels.
2019,learning discrete and continuous factors of data via alternating disentanglement.
2019,improved zeroth-order variance reduced algorithms and analysis for nonconvex optimization.
2019,neural logic reinforcement learning.
2019,finding options that minimize planning time.
2019,discovering options for exploration by minimizing cover time.
2019,kernel mean matching for content addressability of gans.
2019,goode: a gaussian off-the-shelf ordinary differential equation solver.
2019,bilinear bandits with low-rank structure.
2019,statistical foundations of virtual democracy.
2019,molecular hypergraph grammar with its application to molecular optimization.
2019,robust influence maximization for hyperparametric models.
2019,classifying treatment responders under causal effect monotonicity.
2019,trainable decoding of sets of sequences for neural sequence models.
2019,myopic posterior sampling for adaptive goal oriented design of experiments.
2019,differentially private learning of geometric concepts.
2019,policy consolidation for continual reinforcement learning.
2019,error feedback fixes signsgd and other gradient compression schemes.
2019,riemannian adaptive stochastic gradient algorithms on matrix manifolds.
2019,neural inverse knitting: from images to manufacturing instructions.
2019,processing megapixel images with deep attention-sampling models.
2019,robust estimation of tree structured gaussian graphical models.
2019,shallow-deep networks: understanding and mitigating network overthinking.
2019,"submodular streaming in all its glory: tight approximation, minimum memory and low adaptive complexity."
2019,adaptive scale-invariant online algorithms for learning linear models.
2019,chive: varying prosody in speech synthesis with a linguistically driven dynamic hierarchical conditional variational network.
2019,collaborative evolutionary reinforcement learning.
2019,geometry aware convolutional filters for omnidirectional images representation.
2019,emi: exploration with mutual information.
2019,flowavenet : a generative flow for raw audio.
2019,curiosity-bottleneck: exploration by distilling task-specific novelty.
2019,contextual multi-armed bandit algorithm for semiparametric reward model.
2019,uniform convergence rate of the kernel density estimator adaptive to intrinsic volume dimension.
2019,bit-swap: recursive bits-back coding for lossless compression with hierarchical latent variables.
2019,compile: compositional imitation learning and execution.
2019,adaptive and safe bayesian optimization in high dimensions via one-dimensional subspaces.
2019,aucμ: a performance metric for multi-class machine learning models.
2019,fair k-center clustering for data summarization.
2019,guarantees for spectral clustering with fairness constraints.
2019,popqorn: quantifying robustness of recurrent neural networks.
2019,decentralized stochastic optimization and gossip algorithms with compressed communication.
2019,robust learning from untrusted sources.
2019,stochastic beams and where to find them: the gumbel-top-k trick for sampling sequences without replacement.
2019,lit: learned intermediate representation training for model compression.
2019,similarity of neural network representations revisited.
2019,on the complexity of approximating wasserstein barycenters.
2019,estimate sequences for variance-reduced stochastic composite optimization.
2019,faster algorithms for binary matrix factorization.
2019,loss landscapes of regularized linear autoencoders.
2019,geometry and symmetry in short-and-sparse deconvolution.
2019,a large-scale study on regularization and normalization in gans.
2019,making decisions that reduce discriminatory impacts.
2019,"garbage in, reward out: bootstrapping exploration in multi-armed bandits."
2019,characterizing well-behaved vs. pathological deep neural networks.
2019,state-reification networks: improving generalization by modeling the distribution of hidden representations.
2019,a recurrent neural cascade-based model for continuous-time diffusion.
2019,projection onto minkowski sums with application to constrained learning.
2019,safe policy improvement with baseline bootstrapping.
2019,a better k-means++ algorithm via local search.
2019,lorentzian distance learning for hyperbolic representations.
2019,dp-gp-lvm: a bayesian non-parametric model for learning multivariate dependency structures.
2019,politex: regret bounds for policy iteration using expert prediction.
2019,batch policy learning under constraints.
2019,target-based temporal-difference learning.
2019,functional transparency for structured data: a game-theoretic approach.
2019,self-attention graph pooling.
2019,set transformer: a framework for attention-based permutation-invariant neural networks.
2019,first-order algorithms converge faster than $o(1/k)$ on convex problems.
2019,robust inference via generative classifiers for handling noisy labels.
2019,sublinear time nearest neighbor search over generalized weighted space.
2019,monk outlier-robust mean embedding estimation by median-of-means.
2019,cheap orthogonal constraints in neural networks: a simple parametrization of the orthogonal and unitary group.
2019,are generative classifiers more robust to adversarial attacks?
2019,sublinear quantum algorithms for training linear and kernel-based classifiers.
2019,lgm-net: learning to generate matching networks for few-shot learning.
2019,graph matching networks for learning the similarity of graph structured objects.
2019,area attention.
2019,online learning to rank with features.
2019,nattack: learning the distributions of adversarial examples for an improved black-box attack on deep neural networks.
2019,bayesian joint spike-and-slab graphical lasso.
2019,exploiting worker correlation for label aggregation in crowdsourcing.
2019,adversarial camera stickers: a physical camera-based attack on deep learning systems.
2019,towards a unified analysis of random fourier features.
2019,feature-critic networks for heterogeneous domain generalization.
2019,learn to grow: a continual structure learning framework for overcoming catastrophic forgetting.
2019,alternating minimizations converge to second-order optimal solutions.
2019,cautious regret minimization: online optimization with long-term budget constraints.
2019,regularization in directable environments with application to tetris.
2019,inference and sampling of $k_33$-free ising models.
2019,kernel-based reinforcement learning in robust markov decision processes.
2019,on efficient optimal transport: an analysis of greedy and accelerated mirror descent algorithms.
2019,fast and simple natural-gradient variational inference with mixture of exponential-family approximations.
2019,acceleration of svrg and katyusha x by inexact preconditioning.
2019,transferable adversarial training: a general approach to adapting deep classifiers.
2019,rao-blackwellized stochastic gradients for discrete distributions.
2019,sparse extreme multi-label learning with oracle property.
2019,data poisoning attacks on stochastic bandits.
2019,the implicit fairness criterion of unconstrained learning.
2019,taming maml: efficient unbiased meta-reinforcement learning.
2019,on certifying non-uniform bounds against adversarial attacks.
2019,understanding and accelerating particle-based variational inference.
2019,understanding mcmc dynamics as flows on the wasserstein space.
2019,sliced-wasserstein flows: nonparametric generative modeling via optimal transport and diffusions.
2019,challenging common assumptions in the unsupervised learning of disentangled representations.
2019,bayesian counterfactual risk minimization.
2019,pa-gd: on the convergence of perturbed alternating gradient descent to second-order stationary points for structured nonconvex optimization.
2019,neurally-guided structure inference.
2019,optimal algorithms for lipschitz bandits with heavy-tailed rewards.
2019,cot: cooperative training for generative modeling of discrete data.
2019,generalized approximate survey propagation for high-dimensional estimation.
2019,high-fidelity image generation with fewer labels.
2019,leveraging low-rank relations between surrogate tasks in structured prediction.
2019,differentiable dynamic normalization for learning deep representation.
2019,disentangled graph convolutional networks.
2019,variational implicit processes.
2019,eddi: efficient dynamic discovery of high-value information with partial vae.
2019,bayesian leave-one-out cross-validation for large data.
2019,composable core-sets for determinant maximization: a simple near-optimal algorithm.
2019,guided evolutionary strategies: augmenting random search with surrogate gradients.
2019,data poisoning attacks in multi-party learning.
2019,traditional and heavy tailed self regularization in neural network models.
2019,curvature-exploiting acceleration of elastic net computations.
2019,breaking the gridlock in mixture-of-experts: consistent and efficient algorithms.
2019,calibrated model-based deep reinforcement learning.
2019,learning from delayed outcomes via proxies with applications to recommender systems.
2019,passed & spurious: descent algorithms and local minima in spiked matrix-tensor models.
2019,a baseline for any order gradient estimation in stochastic computation graphs.
2019,adversarial generation of time-frequency features with application in audio synthesis.
2019,on the universality of invariant networks.
2019,decomposing feature-level variation with covariate gaussian process latent variable models.
2019,fairness-aware learning for continuous attributes and treatments.
2019,optimal minimal margin maximization with boosting.
2019,disentangling disentanglement in variational autoencoders.
2019,miwae: deep generative modelling and imputation of incomplete data sets.
2019,distributional reinforcement learning for efficient exploration.
2019,graphical-model based estimation and inference for differential privacy.
2019,efficient amortised bayesian inference for hierarchical and nonlinear dynamical systems.
2019,toward controlling discrimination in online ad auctions.
2019,stochastic blockmodels meet graph neural networks.
2019,imputing missing events in continuous-time event streams.
2019,"same, same but different: recovering neural network quantization error through weight factorization."
2019,the wasserstein transform.
2019,"ithemal: accurate, portable and fast basic block throughput estimation using deep neural networks."
2019,geometric losses for distributional learning.
2019,spectral clustering of signed graphs via matrix power means.
2019,simple stochastic gradient methods for non-smooth non-convex regularized optimization.
2019,reinforcement learning in configurable continuous environments.
2019,understanding and correcting pathologies in the training of learned optimizers.
2019,optimality implies kernel sum classifiers are statistically efficient.
2019,on dropout and nuclear norm regularization.
2019,discriminative regularization for latent variable models with applications to electrocardiography.
2019,formal privacy for functional data with gaussian perturbations.
2019,co-manifold learning with missing data.
2019,agnostic federated learning.
2019,flat metric minimization with applications in generative modeling.
2019,parsimonious black-box adversarial attacks via efficient combinatorial optimization.
2019,parameter efficient training of deep convolutional neural networks by dynamic sparse reparameterization.
2019,a dynamical systems perspective on nesterov acceleration.
2019,relational pooling for graph representations.
2019,learning optimal fair policies.
2019,lexicographic and depth-sensitive margins in homogeneous and non-homogeneous deep models.
2019,a wrapped normal distribution on hyperbolic space for gradient-based learning.
2019,sgd without replacement: sharper rates for general smooth convex functions.
2019,dropout as a structured shrinkage prior.
2019,hybrid models with deep and invertible features.
2019,learning context-dependent label permutations for multi-label classification.
2019,zero-shot knowledge distillation in deep networks.
2019,a framework for bayesian optimization in embedded subspaces.
2019,phaseless pca: low-rank matrix recovery from column-wise phaseless measurements.
2019,safe grid search with optimal complexity.
2019,learning to bid in revenue-maximizing auctions.
2019,on connected sublevel sets in deep learning.
2019,anomaly detection with multiple-hypotheses predictions.
2019,non-asymptotic analysis of fractional langevin monte carlo for non-convex optimization.
2019,rotation invariant householder parameterization for bayesian pca.
2019,lossless or quantized boosting with integer arithmetic.
2019,training neural networks with local error signals.
2019,remember and forget for experience replay.
2019,learning to infer program sketches.
2019,tensor variable elimination for plated factor graphs.
2019,counterfactual off-policy evaluation with gumbel-max structural causal models.
2019,model function based conditional gradient method with armijo-like line search.
2019,tensorfuzz: debugging neural networks with coverage-guided fuzzing.
2019,scalable learning in reproducing kernel krein spaces.
2019,approximation and non-parametric estimation of resnet-type convolutional neural networks.
2019,orthogonal random forest for causal inference.
2019,inferring heterogeneous causal effects in presence of spatial confounding.
2019,overparameterized nonlinear learning: gradient descent takes the shortest path?
2019,multiplicative weights updates as a distributed constrained optimization algorithm: convergence to second-order stationary points almost always.
2019,improving adversarial robustness via promoting ensemble diversity.
2019,nonparametric bayesian deep networks with local competition.
2019,optimistic policy optimization via multiple importance sampling.
2019,deep residual output layers for neural language generation.
2019,measurements of three-level hierarchical structure in the outliers in the spectrum of deepnet hessians.
2019,generalized majorization-minimization.
2019,variational laplace autoencoders.
2019,the effect of network width on stochastic gradient descent and generalization: an empirical study.
2019,spectral approximate inference.
2019,self-supervised exploration via disagreement.
2019,subspace robust wasserstein distances.
2019,fingerprint policy optimisation for robust reinforcement learning.
2019,comic: multi-view clustering without parameter selection.
2019,domain agnostic learning with disentangled representations.
2019,collaborative channel pruning for deep networks.
2019,exploiting structure of uncertainty for efficient matroid semi-bandits.
2019,cognitive model priors for predicting human decisions.
2019,towards understanding knowledge distillation.
2019,temporal gaussian mixture layer for videos.
2019,voronoi boundary classification: a high-dimensional geometric approach via weighted monte carlo integration.
2019,on variational bounds of mutual information.
2019,hiring under uncertainty.
2019,saga with arbitrary sampling.
2019,sgd with arbitrary sampling: general analysis and improved rates.
2019,autovc: zero-shot voice style transfer with only autoencoder loss.
2019,fault tolerance in iterative-convergent machine learning.
2019,"imperceptible, robust, and targeted adversarial examples for automatic speech recognition."
2019,gmnn: graph markov neural networks.
2019,nonlinear distributional gradient temporal-difference learning.
2019,learning to collaborate in markov decision processes.
2019,meta-learning neural bloom filters.
2019,direct uncertainty prediction for medical second opinions.
2019,game theoretic optimization via gradient-based nikaido-isoda function.
2019,on the spectral bias of neural networks.
2019,"look ma, no latent variables: accurate cutset networks via compilation."
2019,does data augmentation lead to positive margin?
2019,efficient off-policy meta-reinforcement learning via probabilistic context variables.
2019,screening rules for lasso with non-convex sparse regularizers.
2019,topological data analysis of decision boundaries with application to model selection.
2019,"hypergan: a generative model for diverse, performant neural networks."
2019,efficient on-device models using neural projections.
2019,a block coordinate descent proximal method for simultaneous filtering and parameter estimation.
2019,do imagenet classifiers generalize to imagenet?
2019,fast rates for a knn classifier robust to unknown asymmetric label noise.
2019,almost unsupervised text to speech and automatic speech recognition.
2019,adaptive antithetic sampling for variance reduction.
2019,adversarial online learning with noise.
2019,a polynomial time mcmc method for sampling from continuous determinantal point processes.
2019,a persistent weisfeiler-lehman procedure for graph classification.
2019,efficient learning of smooth probability functions from bernoulli tests with guarantees.
2019,separable value functions across time-scales.
2019,online convex optimization in adversarial markov decision processes.
2019,good initializations of variational bayes for deep models.
2019,the odds are odd: a statistical test for detecting adversarial examples.
2019,neuron birth-death dynamics accelerates gradient descent and converges asymptotically.
2019,iterative linearized control: stable algorithms and complexity guarantees.
2019,statistics and samples in distributional reinforcement learning.
2019,a contrastive divergence for combining variational inference and mcmc.
2019,plug-and-play methods provably converge with properly trained denoisers.
2019,white-box vs black-box: bayes optimal strategies for membership inference.
2019,tractable n-metrics for multiple graphs.
2019,an optimal private stochastic-mab algorithm based on optimal private stopping rule.
2019,deep gaussian processes with importance-weighted variational inference.
2019,multivariate submodular optimization.
2019,near optimal finite time identification of arbitrary linear dynamical systems.
2019,breaking inter-layer co-adaptation by classifier anonymization.
2019,a theoretical analysis of contrastive unsupervised representation learning.
2019,locally private bayesian inference for count models.
2019,weakly-supervised temporal localization via occurrence count learning.
2019,discovering context effects from raw choice data.
